headline,label
"James Mattis Denounces President Trump, Describes Him as a Threat to the Constitution",-1
Biden has now received more votes for president than any other candidate in U.S. history,0
"Chuck Schumer made sure businesses controlled by Trump, his family, and top US officials couldn't get money from the government's $2 trillion coronavirus bailout fund",1
Twitter bans posts wishing for Trump death. The Squad wonders where that policy was for them,-1
Warren reintroduces bill to bar lawmakers from trading stocks,0
Megathread: Long-Concealed Records Show President Trump’s Losses and Years of Tax Avoidance,-1
"Bernie Sanders Becomes First Candidate, Democrat or Republican, to Win Popular Vote in All 3 Three Early Voting States",1
Biden says drug users should not be jailed as he admits crime bill was a mistake at town hall,-1
Pence breaks silence to take credit for Pfizer vaccine - and drugs company immediately denies Trump involved,0
Stacey Abrams Says 'My Heart is Full' As Georgia Poised to Turn Blue For First Time in 28 Years,1
"Shark Tank's Kevin O'Leary on COVID-19 stimulus: Give American people checks, 'stop funding companies'",-1
Trump threatens shut down social media platforms after Twitter put a disinformation warning on his false tweets,-1
"They. Sold. Their. Stock. They could have made a difference, but they made a profit.",1
Trump claims in debate ‘Portland Sheriff’ gave him endorsement; Reese quickly responds: I ‘will never support him’,0
Pentagon to ban all Confederate flags on military bases despite Trump's objections,-1
The FBI Just Put White Nationalists and Neo-Nazis on the Same Threat Level as ISIS,-1
AOC Condemns 'Misogynistic' Republicans for Not Criticizing Trump's $70K Hairstyling Write-Off While Attacking Her $250 Haircut,-1
"Opinion: If you’re ‘essential’ enough to work through a pandemic, you’re essential enough to be paid a living wage",0
"Jared Kushner helped create a Trump campaign shell company that secretly paid the president's family members and spent $617 million in reelection cash, a source tells Insider",1
Georgia Judge Throws Out Trump Campaign Lawsuit That Produced Exactly Zero Evidence of Fraud,-1
Biden vows to rejoin Paris climate accord on ‘day one’ if he wins,1
Donald Trump Labelled 'Loser of the Year' by Europe's Biggest News Magazine,-1
"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump",1
Mitt Romney joins Black Lives Matter march in D.C.,0
Trump suggests injecting disinfectant to treat coronavirus and touts power of sunlight to beat disease,1
We need an investigation into Lindsey Graham’s intervention in Georgia,0
Trump and GOP sued for breaching KKK act with ‘coordinated conspiracy to disenfranchise Black voters’,-1
"'A Conspiracy to Steal the Election, Folks': Alarms Sound After Postal Worker Reports Removal of Sorting Machines. The removal of key equipment from Post Offices should be viewed as nothing less than ""sabotage,"" said one observer.",-1
US election: Biden event in Texas cancelled as 'armed' Trump supporters threaten campaign bus,0
"Tulsa fire department says just under 6,200 people attended Trump rally",-1
Demands for Trump Removal Grow as 'Fascist' Speech Condemned as Declaration of War Against US Public,-1
"'Yes, Exactly,' Say Progressives After Pence Warns Democrats Will 'Make Rich Poorer and Poor More Comfortable'. ""You have to be all sorts of twisted to think 'making poor people more comfortable' is a bad thing.""",-1
Virginia will eliminate a state holiday honoring Robert E. Lee and Stonewall Jackson. It'll make Election Day a day off instead,1
Trump aides reportedly had to explain to the president that his demand to 'Stop The Count' would actually guarantee his loss,-1
Twitter now alerts Trump that Biden is president every time he lies about election fraud,-1
Trump: Americans Who Died in War Are ‘Losers’ and ‘Suckers’,-1
"George W. Bush won't support Donald Trump’s reelection, report says",-1
Donald Trump Called To Resign After Sleeping During Coronavirus Meeting: COVID19 Response A Failure,-1
"Donald Trump's so-called 'miracle' coronavirus treatment was tested on cells derived from an abortion – The Trump administration has notably opposed medical research that uses fetal tissue from abortions, while knocking back numerous requests from scientists to work with it.",0
"She Noticed $200 Million Missing, Then She Was Fired | Alice Stebbins was hired to fix the finances of California’s powerful utility regulator. She was fired after finding $200 million for the state’s deaf, blind and poor residents was missing.",-1
FBI Finds ‘No Intel Indicating Antifa Involvement’ in Sunday’s Violence,-1
"Half of all Americans want Trump criminally investigated after presidency, Independent poll finds",0
Trump Explodes After Nevada Approves Automatically Sending All Voters Mail-In Ballots,1
Eric Trump Busted For Fake Video Of Someone 'Burning 80 Trump Ballots',-1
Trump Just Admitted on Live Television He Will 'Terminate' Social Security and Medicare If Reelected in November,1
Clinton: 'Please do not take medical advice from a man who looked directly at a solar eclipse',1
California police officers would have to be 25 or get bachelor’s degree under new proposal,0
Warnings of Possible Cover-Up in Progress as Trump Orders Hospitals to Stop Sending Covid-19 Data to CDC,-1
Robert E. Lee high school in Virginia gets a name change: It's now John R. Lewis,0
"People who follow Trump's advice and hang around watching polling places will be prosecuted, Nevada's attorney general says",-1
US election: Biden becomes first-ever presidential candidate to receive 80 million votes,0
Washington state radio station won't air Trump briefings because of 'false or misleading information',-1
"Postal workers union endorses Biden, warns 'survival' of USPS at stake",1
Joe Biden's Gettysburg speech was 25 minutes long and didn't mention Trump once,0
Anthony Fauci calls out “extraordinary stigma” gays face while standing right in front of Mike Pence,0
"Fauci says he accepted Biden's offer to be chief medical adviser ""on the spot""",1
House Schedules Historic Vote on Decriminalizing Marijuana at the Federal Level,0
Trump's 'Don't be afraid of COVID' tweet may be the most irresponsible one in history,-1
Sanders: 'I never expected in my life as an American to see a swastika at a major political rally',0
Minnesota Officials Link Arrested Looters to White Supremacist Groups,-1
"Donald Trump and Jared Kushner receive $3.65m in PPP loan money intended for small businesses, report says",0
Democrats prepare bill limiting U.S. Supreme Court justice terms to 18 years,1
"Fed should pay every American more, let hedge funds and billionaires ‘get wiped out,’ says Social Capital CEO | ‘What we’ve done is disproportionately prop up poor-performing CEOs and boards,’ Chamath Palihapitiya tells CNBC",0
GOP Lawmaker Who Voted Against Paid Sick Leave in Florida Takes Paid Leave From Congress,-1
Don't trust presidential polls that show huge leads for Joe Biden. The race isn't over.,0
Alexandria Ocasio-Cortez To Co-Sponsor House Bill Banning Members Of Congress From Trading Stocks,0
President Trump’s Twitter accessed by security expert who guessed password “maga2020!”,1
Warren reintroduces bill to bar lawmakers from trading stocks,0
"Trump refuses to denounce white supremacy, says 'stand back and stand by' on Proud Boys movement",1
Anonymous security forcing citizens into cars is mark of dictatorship,1
"Joe Biden crosses 79 million votes, 10 million more than any other president in history",0
Anonymous Source Tells Times Reporter Don Jr. Is Worried His Father Will Lose And Whole Family Will Be Prosecuted,-1
Megathread: Trump says he deliberately played down the threat of Coronavirus in recorded interview with Bob Woodward,-1
Trump claims coronavirus is ‘going to just disappear’ as US sees record number of new cases,0
"Donald Trump Has At Least $1 Billion In Debt, More Than Twice The Amount He Suggested",-1
"Alexandria Ocasio-Cortez Raises $280,000 Overnight for Georgia Senate Runoffs Grassroots Organizing",0
Trump Promised a Vaccine by Election Day—None Have Even Applied for Approval,1
Poll: 57% of voters say US political system works only for insiders with money & power,0
'I don't kid': Trump contradicts aides and insists he meant it when he asked for coronavirus testing to be slowed down,1
Trump says he wishes accused sex trafficker Ghislaine Maxwell well and has 'met her numerous times',0
The biggest question Twitter users have from the debate: Can we mute the mics next time? The president interrupted both the moderator and Biden at least 128 times.,-1
"Trump is refusing to unveil Obama's portrait at the White House, breaking a 40-year tradition",-1
"Trump said the 1918 Spanish Flu 'probably ended' WWII, which did not begin until 21 years after the pandemic",-1
Trump hasn't attended a coronavirus task force meeting in five months and is taking no role in combatting the surge in the disease,-1
Trump administration hands emergency loans to Kanye West and Church of Scientology as small businesses go bust,-1
"Biden Has Finally Won Arizona, Turning It Democratic For The First Time In Decades",1
"White House ordered NIH to cancel coronavirus research funding, Fauci says",-1
It's time to start handing out fines to people who refuse to wear masks,-1
Debates commission plans to cut off mics if Trump or Biden break rules,-1
Biden not getting intelligence reports because Trump officials won't recognize him as president-elect,-1
Feds say plot was bigger than kidnapping Gov. Whitmer. It was civil war attempt.,-1
Biden To Have Entire WH East And West Wings Showered With Disinfectant Right After Trump Leaves,0
AOC says coronavirus bailout should ban stock buybacks — especially for airlines,-1
America's top military officer says 'we do not take an oath to a king',1
Trump falsely claims he has won election and demands Supreme Court stops more ballots being counted,1
"Trump’s attacks on the Postal Service deserve sustained, red-alert coverage from the media",-1
"Twitter CEO Jack Dorsey Responds to Trump: ""We’ll Continue to Point Out Incorrect or Disputed Information About Elections""",-1
Swalwell calls for creation of presidential crimes commission to investigate Trump when he leaves office,1
"We Calculated How Much We Pay Trump to Play Golf. It Turns Out, He's America's 10th Highest Paid Athlete",1
The Trump Campaign Accepted Russian Help to Win in 2016. Case Closed.,1
Biden plans immediate flurry of executive orders to reverse Trump policies,0
Trump administration accused of siphoning money away from 9/11 fund,-1
U.S. Intelligence Says Republicans Are Working With Russia to Reelect Trump,1
Colorado governor stands by saying 'you're a selfish bastard' if you refuse to wear a mask,-1
Trump press secretary Kayleigh McEnany tests positive for coronavirus,1
Megathread: Bernie Sanders ends 2020 Democratic presidential bid,0
Lawyers Litigating for Trump Suddenly Remember Their Licenses Are on the Line If They Lie to a Judge,0
The Republicans who were once so pro-life they fought over one woman on life support now want to sacrifice grandma for the economy,0
"Covid: Seven year old dies of coronavirus in Georgia, a day after Trump said children are ‘almost immune’",0
All 50 states and DC have now certified their presidential election results,0
"In secretly recorded audio, President Trump’s sister says he has ‘no principles’ and ‘you can’t trust him’",1
"Amy McGrath Takes Narrow Lead Over Mitch McConnell in Kentucky Senate Race, Poll Shows",0
Trump Spreads Baseless Conspiracy Theory That Video of Buffalo Cops Pushing Elderly Man Was Antifa ‘Set Up’,-1
Alexandria Ocasio-Cortez called for Sen. Richard Burr's resignation after he reportedly sold off $1.7 million in stocks after reassuring the public of US preparedness during the coronavirus outbreak,0
"Trump and his company being investigated for bank fraud, Manhattan prosecutors suggest",-1
McConnell's Wife's Family Business Appears on Trump Admin's List of Companies That Received Most PPP Money,0
Trump's GOP Worked Harder to Stop People From Voting Than They Did to Stop Covid-19 From Spreading,-1
Sanders Joins Calls for Resignation or Removal of Postmaster General Over Efforts to 'Suppress the Vote and Undermine Democracy',-1
"As Trump Says 'Voting Is An Honor' in Rant Against Mail-In Ballots, Progressives Respond: 'Voting Is a Right' - ""Voting isn't a gift given by leaders. Citizens have the right to vote.""",0
House Democrat Introduces Resolution Calling for Impeachment of Attorney General William Barr,0
Tucker Carlson Says There's Not Enough Fraud to Change Election Results: 'We Should Be Honest',1
"Bernie Sanders: “President Trump is a socialist, too, but here’s the difference: The difference between my socialism and Trump’s socialism is I believe the government should help working families, not billionaires.”",1
"Poll: USPS should be run like a public service, not a business, Americans say 2-to-1",1
"Rudy Giuliani Is My Father. Please, Everyone, Vote for Joe Biden and Kamala Harris.",1
U.S. Postal Service officials ordered to appear in court after failing to comply with federal judge’s ballot-sweep order,-1
Louisville police chief fired after no body camera footage of shooting,-1
"Trump flew into a rage every time US intelligence warned him about Russia, so officials gave up briefing him on it, report says",-1
"Donald Trump tells supporters he has 'never lost an election', in his first rally since losing the US election",1
"Biden says Trump was ‘paralysed with fear’ by protests and hid ‘in his bunker’ in new campaign ad | ‘Too scared to face the people. Too small to meet the moment. Too weak to lead,’ narrator says",-1
Arresting reporters at a protest is an affront to the First Amendment,-1
Lindsey Graham’s Alleged Attempt to Toss Georgia Ballots Is Felony Election Fraud,-1
Obama says Trump has caused ‘damage’ by refusing to concede defeat and warns: ‘This is not normal’,-1
Tucker Carlson Reports He Lost Only Copy of Documents That Nail Biden,-1
Vice President Mike Pence and Wife Voted by Mail in April Using Old Indiana Address,0
"Trump asked China’s Xi to help him win reelection, according to Bolton book",1
A huge study of 50 years of tax cuts for the wealthy suggests 'trickle down' economics makes inequality worse,0
"Billionaire Kanye West’s Company Gets Multimillion-Dollar PPP Loan From Trump Admin | The loan poses questions of conflict of interest, given West’s outspoken support for President Donald Trump and the outrageously lavish lifestyle he leads.",1
Snoop Dogg Plans to Vote for First Time Ever: 'I Can't Stand to See This Punk in Office',0
Lawmakers Demand Removal of Postmaster General DeJoy Over 'Nefarious' Efforts to Destroy the Postal Service and 'Aid Trump Reelection',-1
"Sorry to Interrupt Your Friday, but Homeland Security is Disappearing American Citizens Off the Street | Law and Order, but Minus the Law.",1
Biden campaign launches ‘TrumpCovidPlan.com’ — a site that reads ‘Not Found’,0
"Stacey Abrams on long lines to vote: ""It’s a Poll Tax when someone has to risk an entire day’s wage""",-1
Colorado passes resolution to award electoral votes to whoever wins the popular vote,1
"Over 860,000 Americans Have Already Voted, Compared to Fewer Than 10,000 by This Point in 2016",0
"If Biden wants to unite the country, one thing is clear: Dump the corporate lobbyists",0
"Joe Biden Tests Negative Again for COVID-19, Days After Trump Is Diagnosed",-1
Ted Cruz is asked why national debt is paramount to Republicans only when a Democrat is in the White House,-1
Unqualified Impunity: Amy Coney Barrett Once Ruled That a Cop Wasn't Responsible for a Black Teenager's Death Because Breathing Isn't a Constitutional Right,-1
Joe Biden's Popular Vote Lead Over Donald Trump Passes 5 Million,1
"GOP Covid deniers who refused to wear a mask jump the vaccine line, adding insult to injury",-1
'I Don't Care': Trump Responds To Intel That Russia Is Working To Get Him Elected Again,0
Lawyers: Watergate Reporter Got Trump on Tape Admitting ‘Clearly Impeachable Offense’,0
"House Speaker Nancy Pelosi says the country must move toward vote by mail, setting up a fight with Trump",-1
Ruth Bader Ginsburg discharged from the hospital and doing well,1
"'He Must Resign': Attorney General Barr Personally Ordered Police Assault on Peaceful DC Protesters, Report Says",-1
Biden: Military will escort Trump out of White House if he loses election and refuses to leave,-1
Twitter confirms Trump can be banned from inauguration day onwards,-1
[Megathread] NY Attorney General Moves to Dissolve the NRA After Fraud Investigation,-1
Bernie Sanders Says It Is 'Nauseating' to See Corporations Praise Frontline Workers as 'Heroes' While Refusing to Pay Them More,0
Sanders raises over $2 million for coronavirus relief effort,1
Twitter says it will give @POTUS account to Biden on Inauguration Day,0
Trump says he hopes George Floyd 'looking down' and seeing today’s jobs numbers as 'a great day for him',1
FBI investigating ‘Trump Train’ swarming of Biden bus on Texas interstate: report,0
The House Just Voted to Decriminalize Weed,0
Amnesty International: U.S. police must end militarized response to protests,-1
Ocasio-Cortez to introduce bill requiring federal officers to identify themselves,0
Sen. Mitt Romney Calls Trump's Decision to Commute Roger Stone's Sentence 'Historic Corruption',0
Trump Tweets Video Declaring That ‘The Only Good Democrat Is A Dead Democrat’,-1
One million Americans have already cast 2020 vote in ‘historic’ early voting surge,0
"Michigan elections board certifies results from presidential election, sealing Biden’s win in state",1
"'Trump warns presidential election result may not be known for 'years,' as allegations grow he's undermining the USPS to rig the election",-1
Trump walks out of press conference after altercation with female reporters,0
Confederate Statues and Other Symbols of Racism All Over the Country Were Destroyed by Protesters This Weekend,-1
The Anarchist Daughter of the GOP's Gerrymandering Mastermind Just Dumped All His Maps and Files on Google Drive,-1
"Trump’s campaign is trying to remove a video of him appearing to call the coronavirus a ‘hoax,’ saying it’s misleading",-1
Sen. Kelly Loeffler sold at least $18 million more in stocks before the coronavirus crash than previously reported,-1
Dolly Parton statue may replace KKK leader monument at the Tennessee capitol,0
"Biden says the White House is cooperating fully with his transition, but that Trump still won't speak to him",0
Fox anchor who dismissed coronavirus fears as plot to impeach Trump is removed from her prime-time slot,-1
Protestors gather outside USPS Postmaster General's home amid voter suppression allegations,0
"Trump Supporters That Harassed Biden Bus Were Armed, Operation Organized in Private Facebook Group Linked to QAnon",0
Poll: 82 percent of voters support a national face mask mandate,1
New York Times: Tax records show Trump maintains Chinese bank account,0
"Postal worker admits fabricating allegations of ballot tampering, officials say",1
Fox News Anchor: ‘Conservatives’ Heads Would've Exploded’ if Obama Claimed ‘Total’ Authority,0
Christie Called a Hypocrite For Seeking COVID Treatment After Saying People Were 'Gonna Have To' Accept Deaths,1
"Joe Exotic reportedly spent $10,000 in Trump hotel hoping for presidential pardon",1
"'The President Just Committed a Felony': Trump Tells NC Residents to Vote Twice, Openly Encouraging Voter Fraud",0
"‘What We in the Legal World Call a Felony’: Lawyers Condemn Lindsey Graham, Call for DOJ and Senate Investigations",-1
More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won,1
Kellyanne Conway Tests Positive for COVID-19,1
"‘In the middle of a pandemic, they’re selling beans’: Chris Cuomo blasts Trump for hawking Goya",0
Pelosi says she'd be comfortable with Sanders at top of ticket,1
"To End 'Unconstitutional Nightmare,' ACLU Sues Trump Administration Over Use of Secret Police in Portland",0
Bernie Sanders details Trump's efforts to steal election in urgent call to action,-1
Democratic presidential nominee Biden tests negative for COVID-19,-1
MAGA Protesters Chant 'Destroy the GOP' at Pro-Trump Rally,-1
"Stephen Miller rejects claim grandmother died of COVID — Stephen Miller, a top adviser to President Donald Trump, is insisting his grandmother did not die of the coronavirus, despite a death certificate that states otherwise.",0
"Trump could be banned from Twitter after he leaves office, company's rules indicate",-1
"Fox News reported Trump 'never said' that dead US troops were 'losers,' but the network's national security correspondent confirmed he did",1
'What we saw was terrifying': Former senior Trump official Miles Taylor endorses Joe Biden in damning video,0
"Taylor Swift Blasts Trump for ""Shooting"" Tweet: ""We Will Vote You Out in November. After stoking the fires of white supremacy and racism your entire presidency, you have the nerve to feign moral superiority before threatening violence?"" the singer wrote.",-1
"Hackers steal $2.3m from Trump reelection fund, says GOP",-1
Biden releases 2019 tax returns hours before first presidential debate,0
"Sanders Applauds New Medicare for All Study: Will Save Americans $450 Billion and Prevent 68,000 Unnecessary Deaths Every Year",1
Fox news cuts away from McEnany press conference: ‘I can’t in good countenance continuing showing this’,0
'Stop the count': Crowd tries to storm Detroit convention centre,-1
"Kushner's axed coronavirus team shied away from a national strategy, believing the virus was hitting Democratic states hardest and they could blame the governors, report says",-1
"Goodbye, Ivanka",0
Nashville Mayor says he has not heard from President Trump after Christmas Day bombing,0
Megathread: FBI Announces They’ve Foiled a Plot to Kidnap Michigan Governor Whitmer,0
"Iraqi Parliament Votes to Expel All American Troops and Submit UN Complaint Against US for Violation of Sovereignty. ""What happened was a political assassination. Iraq cannot accept this.""",-1
Michigan Supreme Court flips from GOP to Dems after Tuesday vote,1
The White House Knew Trump Had Likely Been Exposed to the Virus. He Traveled and Held Events Anyway.,0
Mattis tears into Trump: 'We are witnessing the consequences of three years without mature leadership',-1
#FireTrumpNotFauci Trends After President Goes After Trusted Infectious Disease Official,1
"USPS Board Chairman Revealed as Director of Mitch McConnell, Trump-Linked Super PACs",1
Biden names fired surgeon general as a head of his COVID-19 taskforce,-1
'Just Comes Right Out and Says It': Trump Declares Postal Service Can't Handle Mail-In Voting Because He's Blocking Funding,-1
The Trump campaign is reportedly 'discussing contingency plans to bypass election results',0
Fact check: McConnell claims Obama didn't leave Trump a pandemic 'game plan.' Obama left a 69-page playbook,0
Did you know? You can still register to vote in Georgia’s U.S. Senate runoffs,0
"Reporter to Trump: ""Do you regret all of the lying you have done to the American people?""",-1
"Federal Judge, After Reading the Unredacted Mueller Report, Orders DOJ to Explain Itself at Hearing",0
"McConnell blocks Schumer’s bid to unanimously pass $2,000 stimulus checks",-1
Pompeo says there will be a ‘smooth transition to second Trump administration’,0
"Biden's lead in Georgia grows to over 14,000 votes",0
"Donald Trump has real estate debts of $1.1B with $900m owed in next four years, report says",0
"Trump Supporters in Georgia Threaten to Destroy GOP, Boycott Runoff Elections",-1
Megathread: Supreme Court Justice Ruth Bader Ginsburg Dies at 87,1
White House claims Trump hasn't seen video of supporters firing paintballs at protesters despite retweeting it,0
"Trump's surprise demand for $2,000 stimulus checks blew up Mitch McConnell's master plan and leaves him in a no-win situation",0
‘Abandoning our people’: AOC attacks Mitch McConnell for granting Senate recess without passing coronavirus relief bill,-1
"Joe Biden asks Anthony Fauci, the federal coronavirus expert, to become his chief medical adviser",0
Trump moved cyber security budget to pay for his wall before major hacking assault,-1
"'Deeply Disturbing': New York Supreme Court Judge Rules Protesters Can Be Detained Indefinitely. ""This is suspension of habeas corpus, it is unconstitutional,"" said Rep. Alexandria Ocasio-Cortez",0
"Family of Tom Petty issues Cease and Desist to Trump's campaign after Tulsa rally. They said the president cannot use the song ""I Won't Back Down"" to further a campaign that leaves Americans and common sense behind.",-1
It Should Terrify You That Senators Are Dumb Enough To Think No One Would Notice Them Dumping Their Stocks,-1
Rudy Giuliani faces questions after compromising scene in new Borat film,0
The White House is reportedly hoping Americans 'will grow numb' to the COVID-19 death toll,-1
"Barack Obama says Congress' lack of action after Sandy Hook was ""angriest"" day of his presidency",-1
"Bernie Sanders says he's staying in race, looks forward to debating Joe Biden",0
Trump ‘didn’t know people died from the flu.’ It killed his grandfather.,-1
"'A Really Chilling Moment': Trump Refuses to Allow Dr. Fauci to Answer Question on Dangers of Hydroxychloroquine— ""This is unacceptable. Dr. Fauci, one of the world's top infectious disease scientists, was just censored live at a White House press conference.""",-1
"Trump had a meltdown and yelled at aides backstage when he realised how empty his rally in Tulsa was, reports say",-1
"Biden: QAnon is ‘bizarre’ and ‘embarrassing,’ supporters should seek mental health treatment",1
Fauci says outbreak exploding because US didn’t shut down,0
"In a loss for Trump, judge says woman who accused him of rape can proceed with defamation suit",-1
"Trump to face ‘subpoenas and seizures’ following presidency, ex-Manhattan prosecutor says",0
"Say It Under Oath, Asshole",0
100 Republican national security experts demand GOP admit Trump loss,0
"Trump was ‘muttering, I won, I won, like ‘Mad King George’ after election defeat, report says",1
The pandemic has made this much clear: those running the US have no idea what it costs to live here,0
"Goodbye, Bill Barr",0
Megathread: The GSA Has Informed President-Elect Joe Biden that the Administration is Ready to Begin the Formal Transition Process,1
Trump loses 2 pivotal allies in his anti-kneeling crusade: NASCAR and the NFL,-1
Trump: 'Nobody likes me',1
Trump threatens White House protesters with 'vicious dogs and most ominous weapons',-1
McConnell Admits He's Been Working to Sabotage Covid Relief Talks Behind the Scenes to Prioritize Rushing Barrett Confirmation,1
"Putting Trump's name on stimulus checks is ""abuse of government resources,"" says president of IRS managers association",-1
A new Trump campaign ad depicting a police officer being attacked by protesters is actually a 2014 photo of pro-democracy protests in Ukraine,-1
"Insurance Industry Corrects Trump: Actually, We're Only Waiving Copays for Coronavirus Testing, Not Treatment; ""Heaven forbid they miss a chance to bankrupt sick people.""",-1
"AOC Wants to Know Why the Hell a Predator Drone Was Spying on Protesters | The military-grade ""Predator B"" drone was far outside the 100-mile inland operational zone of Customs and Border Protection.",-1
AOC Says She Woke Up to Stacks of Photos From FBI Showing 'People Who Want to Kill' Her,-1
Do not be fooled by the polling. Donald Trump could very well win a second term,1
"""F-35s Don't Help Families Pay Their Bills"": GOP Under Fire for Slipping $30 Billion Pentagon Gift Into Coronavirus Bill",0
Biden on Trump sharing video of protester shouting 'white power': He 'has picked a side',1
"Biden to Trump: 'Release your tax returns, or stop talking about corruption'",-1
US spies say the Hunter Biden email controversy shows how 'exploitable' and 'grotesquely vulnerable' Trump and Giuliani are to Russian intelligence,1
20 leading economists just signed a letter arguing Medicare for All would generate massive savings for American families,-1
"Trump Campaign Secretly Paying $180,000 A Year To His Sons’ Significant Others | Lara Trump and Kimberly Guilfoyle are each receiving $15,000 per month through the campaign manager’s private company, GOP sources said, to dodge FEC rules.",1
White House Officials Who Completely Mismanaged The Pandemic Will Be Among The First To Get Vaccinated,0
"Trump, who told Obama to resign after one Ebola death, calls 160,000 COVID-19 deaths ""fantastic job""",-1
Andrew Cuomo after Trump debate attack: 'New York has a lower infection rate than the White House',-1
The US stock market has now wiped out the entire $11.5 trillion of value it gained since Trump's 2016 election victory,1
Joe Biden's Major to Be First Rescue Dog in White House,1
"Goodbye, Melania",0
Letterman Says A Trump Loss Would Be 'A Relief To Every Living Being In This Country',1
Trump Livid After California Allows Statewide Mail-In Voting: ‘These Votes Must Not Count’,-1
Dave Bautista backs Biden over Trump in new campaign ad: 'It’s easy to bully people. That does not make you a tough guy',0
Joe Biden is the first president-elect in US history to include transgender people in his victory speech,0
Cuomo Reminds McConnell That KY Takes More Money Than NY: ‘Who’s Getting Bailed Out Here?’,0
"Trump's inner circle is telling him that Giuliani and the rest of his legal team are making him look like an idiot, report says",0
"Trump Blames Biden, Who Isn't President, For Not Instituting Mask Mandate | “To be clear: I am not currently president,” Biden wrote moments later. “But if you chip in now, we can change that.”",0
Bernie Sanders Wins the Nevada Caucuses,1
"Trump Just Removed the IG Investigating Elaine Chao. Chao’s Husband, Mitch McConnell, Already Vetted the Replacement.",0
Trump calls mail-in ballots 'dishonest' but says absentee ballots are 'fine.' They're the same thing.,-1
'The Public Deserves to Know': Lone Watchdog Demands Federal Reserve Release Names of Corporations Receiving Taxpayer Bailouts,-1
Most Americans Say This Is Lowest Point in U.S. History in Living Memory,-1
"Susan Collins has failed the people of Maine and this country. She has voted to confirm Trump’s judicial nominees, approve tax cuts for the rich, and has repeatedly chosen to put party before people. I am running to send her packing. I’m Betsy Sweet, and I am running for U.S. Senate in Maine. AMA.",1
"Dwayne Johnson Endorses Presidential Candidate for First Time, Supports Joe Biden and Kamala Harris",1
Biden says he won't return Trump's attacks on his children because 'it's crass' to target a political opponent's family,1
"Rebekah Jones says Florida Gov. DeSantis trying to ""intimidate scientists"" by raiding her home",-1
"'My God,' Says US Senator After William Barr Deploys 'History Is Written by the Winners' Trope | ""The head of the American justice system now saying publicly that there is no good or bad except what the strongest want. The definition of autocracy.""",1
"Anderson Cooper: Trump is an 'obese turtle on his back, flailing in the hot sun'",0
Trump ad asks people to support the troops. But it uses a picture of Russian jets,1
Sanders says he'll enact national drinking water standards,0
Donald Trump Jr tests positive for coronavirus,1
"Medical Journal Urges American Voters to Not Re-Elect Trump, Slams Him for Coronavirus Response",0
"Romney, once party standard-bearer, is now the lone GOP voice willing to stand up to Trump",0
"""Disturbing"" memo reveals Trump's USPS chief has slowed delivery amid calls to expand voting by mail",1
"Watch: In Fiery Floor Speech, Sanders Rips GOP for Relentless Efforts to 'Punish' Poor People — ""Meanwhile, these very same folks had no problem a couple years ago voting for a trillion dollars in tax breaks for billionaires and large profitable corporations. Not a problem.""",-1
Trump reportedly invited a waiter into a top secret intelligence briefing room to order a milkshake,1
Texas Republicans call on county GOP chair to resign for saying Floyd's death was staged,-1
"Trump Supporter Admits Voter Fraud, Says She Voted Twice For President in Viral Video",0
"Goodbye, Donald Trump Jr.",0
